product_name,product_link,rating,review
MSI 지포스 RTX 5080 뱅가드 SOC D7 16GB 하이퍼프로져,https://prod.danawa.com/info/?pcode=75541700&cate=112753&adinflow=Y,100점,rtx 5080 뱅가드 구매 후기입니다 ㅎ 고민은 많이 했지만 결과적으로 매우 마음에 드네요 ㅎㅎ크기가 너무 커서 놀랐지만 그만큼 뽀대는 보장되는 것 같습니다 ㅎㅎ 우주선 컨셉 확실하네요쿨링이나 소음도 제 기준에는 매우 합격점입니다. 게임하면서 50도정도에서 놀아주니 만족이네요어항에 넣어 놓으니 여러모로 만족감이 좋습니다. 좋은 상품 감사합니다.
MSI 지포스 RTX 5080 뱅가드 SOC D7 16GB 하이퍼프로져,https://prod.danawa.com/info/?pcode=75541700&cate=112753&adinflow=Y,100점,안전하게 배송 감사합니다. 잘쓸게요^^ 안전하게 배송 감사합니다. 잘쓸게요^^
MSI 지포스 RTX 5080 뱅가드 SOC D7 16GB 하이퍼프로져,https://prod.danawa.com/info/?pcode=75541700&cate=112753&adinflow=Y,100점,배송 빠르고 물건 좋습니다. 배송도 좋고 물건 좋네요
MSI 지포스 RTX 5080 뱅가드 SOC D7 16GB 하이퍼프로져,https://prod.danawa.com/info/?pcode=75541700&cate=112753&adinflow=Y,100점,이륙합니다 양품으로 잘 받은거 같습니다.구매하기 어려웠는데 덕분에 잘 쓰겠습니다.크기는 생각했던거 보다 훨씬크고 기대보다 예쁩니다.새로운 시스템으로 잘 즐기겠습니다. 항상번창하세요
MSI 지포스 RTX 5080 뱅가드 SOC D7 16GB 하이퍼프로져,https://prod.danawa.com/info/?pcode=75541700&cate=112753&adinflow=Y,100점,"강력한 성능과 우수한 발열 관리! 기존 RTX 4080을 사용하다가 업그레이드했는데, 레이 트레이싱과 DLSS 4.0 성능이 대폭 향상되었습니다. 최신 AAA 게임을 4K 울트라 세팅으로 돌려도 프레임이 안정적이며, 인공지능 기반 업스케일링 기술 덕분에 성능 대비 전력 효율도 뛰어납니다."
MSI 지포스 RTX 5080 뱅가드 SOC D7 16GB 하이퍼프로져,https://prod.danawa.com/info/?pcode=75541700&cate=112753&adinflow=Y,100점,제품 좋네요 대만족입니다 1060이 워낙 일을 잘 하다 보니 9년동안 바꿀 생각을 안 하다가 이번에 모니터 바꾸면서 컴퓨터를 전체적으로 새로 맞췃습니다 1060도 msi gaming x 를 썼는데 너무 안정적이고 성능 좋아서 이번에도 msi 제품을 구매하게 되었습니다. 제품 이쁘고 성능도 좋습니다 기본 클럭 세팅을 보수적으로 하는 msi인데 순정 기준 클럭 2902까지 터지며 전력 100% 오버 400/2000 넣으니 클럭이 3300까지 터지네요 스틸노마드 측정 동안 전력은 절대 360w를 넘지 않았습니다 마지막으로 중요한 소음 관련인데 팬소음은 역시 msi답게 조용합니다그리고 고주파는 옆판 다 닫은 어항케이스 기준 스틸노마드 측정시에는 코일 떨림음이 들리지만 인게임에서는 로드율이 높아질때 아주 미세하게 들리다가 조용합니다 주로 하는 게임이 검은사막이고 pvp 컨텐츠를 즐기는데 4k 60hz 모니터 hdr에 g싱크 킨 기준 약 200명이 몰리는 거점전에서도 고주파가 없었습니다. 대만족이네요 ㅋㅋㅋㅋ컴퓨터 사양 CPU - AMD 9803dMB - Asus B850 strixVGA - Msi Rtx5080 VanguardRAM - G.skill 6400 cl30PWR - Cossair Rm85
MSI 지포스 RTX 5080 뱅가드 SOC D7 16GB 하이퍼프로져,https://prod.danawa.com/info/?pcode=75541700&cate=112753&adinflow=Y,100점,"너무너무 마음에 배송도 빠르고 제품도 마음에 듭니다. 5080 구매하려 계속 찾아보다 소음 발열면에서 1황급 뱅가드가 매물이 떠서 구매하게 됐습니다. 생각한대로 너무 마음에 들고 온도 소음 다 훌륭합니다. 디자인도 생각보다 잘 뽑혔고, 옆에 용led도 너무 마음에 들어요. 4k 모니터로도 충분히 프레임도 잘 뽑아줘 아주 좋습니다 . 5080 구매하실 의향이 있다면 뱅가드 강력추천 합니다."
MSI 지포스 RTX 5080 뱅가드 SOC D7 16GB 하이퍼프로져,https://prod.danawa.com/info/?pcode=75541700&cate=112753&adinflow=Y,100점,배송 매우 빨라요 배송 매우 빨라요
갤럭시 GALAX 지포스 RTX 5070 Ti EX GAMER WHITE OC D7 16GB,https://prod.danawa.com/info/?pcode=77086958&cate=112753,100점,아직 가격은 비싸지만 그래도 급 아직 가격은 비싸지만 그래도 급해서 구매했네요. 플라스틱 싼마이 느낌나지만 그래도 as 하나보고 사는 갤럭시니까요.
갤럭시 GALAX 지포스 RTX 5070 Ti EX GAMER WHITE OC D7 16GB,https://prod.danawa.com/info/?pcode=77086958&cate=112753,100점,소음도 없고 괜찮습ㄴ대 소음도 없고 괜찮습ㄴ대
